Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
345,Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,38,37,3090,34.3,0.03,0.03,0.06,0.00,0.03,0.03,0.23,0.00,0.04,0.02,0.13,0.15,0.20,7.52,0.76,0.03,0.03,0.06,0.00,0.03,0.04,0.13,0.17,0.02,0.15,Matches,43439614
346,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,7,5,539,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bdedffac
347,Jack O'Connell,eng ENG,DF,Sheffield Utd,25,1994,33,32,2916,32.4,0.00,0.03,0.03,0.00,0.00,0.00,0.12,0.00,0.03,0.03,0.10,0.13,0.37,4.04,1.82,0.00,0.03,0.03,0.00,0.03,0.03,0.10,0.13,0.03,0.13,Matches,312626c1
348,Michael Obafemi,ie IRL,FW,Southampton,19,2000,21,8,665,7.4,0.41,0.27,0.68,0.41,0.00,0.00,0.14,0.00,0.24,0.24,0.15,0.39,1.08,0.95,7.03,0.41,0.27,0.68,0.41,0.68,0.24,0.15,0.39,0.24,0.39,Matches,caa1a7f0
349,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31,31,2786,31.0,0.06,0.00,0.06,0.06,0.00,0.00,0.13,0.00,0.06,0.06,0.00,0.06,0.16,1.61,0.16,0.06,0.00,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06,Matches,74b2cd7e
350,Divock Origi,be BEL,FW,Liverpool,24,1995,28,7,717,8.0,0.50,0.13,0.63,0.50,0.00,0.00,0.13,0.00,0.23,0.23,0.10,0.33,4.63,1.50,11.3,0.50,0.13,0.63,0.50,0.63,0.22,0.10,0.32,0.22,0.32,Matches,43a166b4
351,Ben Osborn,eng ENG,MFDF,Sheffield Utd,24,1994,13,6,594,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.14,0.17,1.06,3.79,3.48,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17,Matches,79bc4c45
352,Nicolás Otamendi,ar ARG,DF,Manchester City,31,1988,24,18,1715,19.1,0.10,0.00,0.10,0.10,0.00,0.00,0.16,0.00,0.10,0.10,0.01,0.11,0.73,4.08,0.21,0.10,0.00,0.10,0.10,0.10,0.10,0.01,0.11,0.10,0.11,Matches,0d267745
353,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,30,17,1485,16.5,0.24,0.06,0.30,0.24,0.00,0.00,0.06,0.00,0.17,0.17,0.07,0.24,2.91,5.88,5.76,0.24,0.06,0.30,0.24,0.30,0.17,0.06,0.24,0.17,0.24,Matches,38c7feef
354,Mesut Özil,de GER,MF,Arsenal,30,1988,18,18,1438,16.0,0.06,0.13,0.19,0.06,0.00,0.00,0.06,0.00,0.09,0.09,0.14,0.24,3.00,7.13,8.50,0.06,0.13,0.19,0.06,0.19,0.09,0.15,0.24,0.09,0.24,Matches,16380240
355,Emerson Palmieri,it ITA,DF,Chelsea,24,1994,15,13,1024,11.4,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.10,0.10,0.11,0.21,3.42,3.25,7.63,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.21,0.10,0.21,Matches,e0bc6fdc
356,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,1988,19,19,1696,18.8,0.11,0.00,0.11,0.11,0.00,0.00,0.32,0.00,0.06,0.06,0.02,0.07,0.27,1.44,0.27,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,Matches,b682dcf6
357,Troy Parrott,ie IRL,FW,Tottenham,17,2002,2,0,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4357f557
358,Rui Patrício,pt POR,GK,Wolves,31,1988,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,79b0d6a0
359,Pedro,es ESP,FWMF,Chelsea,32,1987,11,8,661,7.3,0.14,0.14,0.27,0.14,0.00,0.00,0.14,0.00,0.27,0.27,0.12,0.40,3.29,5.62,7.12,0.14,0.14,0.27,0.14,0.27,0.27,0.13,0.40,0.27,0.40,Matches,3ca7254a
360,Nicolas Pépé,ci CIV,FW,Arsenal,24,1995,31,22,2010,22.3,0.22,0.27,0.49,0.18,0.04,0.04,0.18,0.00,0.22,0.18,0.22,0.40,4.39,3.00,8.57,0.22,0.27,0.49,0.18,0.45,0.22,0.21,0.43,0.18,0.40,Matches,57e3f0c7
361,Andreas Pereira,br BRA,MFFW,Manchester Utd,23,1996,25,18,1484,16.5,0.06,0.18,0.24,0.06,0.00,0.00,0.18,0.00,0.14,0.14,0.24,0.38,2.97,5.39,6.18,0.06,0.18,0.24,0.06,0.24,0.14,0.24,0.38,0.14,0.38,Matches,6639e500
362,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28,28,2520,28.0,0.11,0.07,0.18,0.11,0.00,0.00,0.04,0.00,0.04,0.04,0.14,0.18,4.14,6.32,4.93,0.11,0.07,0.18,0.11,0.18,0.04,0.13,0.18,0.04,0.18,Matches,75a72a99
363,Roberto Pereyra,ar ARG,FWMF,Watford,28,1991,28,17,1648,18.3,0.16,0.00,0.16,0.11,0.05,0.05,0.22,0.00,0.17,0.13,0.08,0.21,2.73,2.62,5.57,0.16,0.00,0.16,0.11,0.11,0.17,0.08,0.25,0.13,0.21,Matches,75f2c59f
364,Ayoze Pérez,es ESP,MFFW,Leicester City,26,1993,33,26,2004,22.3,0.36,0.18,0.54,0.31,0.04,0.04,0.00,0.00,0.29,0.26,0.18,0.43,2.11,2.78,7.13,0.36,0.18,0.54,0.31,0.49,0.29,0.18,0.47,0.26,0.44,Matches,819aa8e7
365,Jordan Pickford,eng ENG,GK,Everton,25,1994,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4806ec67
366,Brandon Pierrick,eng ENG,MFFW,Crystal Palace,17,2001,2,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,5.00,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Matches,9a526299
367,Erik Pieters,nl NED,DFMF,Burnley,30,1988,24,21,1878,20.9,0.00,0.19,0.19,0.00,0.00,0.00,0.10,0.00,0.02,0.02,0.12,0.14,1.00,2.39,1.87,0.00,0.19,0.19,0.00,0.19,0.02,0.12,0.14,0.02,0.14,Matches,1ef37668
368,Daniel Podence,pt POR,FWMF,Wolves,23,1995,9,3,289,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.00,0.00,0.37,0.37,0.22,0.59,5.63,2.81,7.50,0.31,0.00,0.31,0.31,0.31,0.39,0.21,0.60,0.39,0.60,Matches,7fcc71d8
369,Paul Pogba,fr FRA,MF,Manchester Utd,26,1993,16,13,1204,13.4,0.07,0.22,0.30,0.07,0.00,0.07,0.07,0.00,0.18,0.12,0.19,0.31,2.01,8.28,2.24,0.07,0.22,0.30,0.07,0.30,0.18,0.19,0.37,0.12,0.31,Matches,867239d3
370,Nick Pope,eng ENG,GK,Burnley,27,1992,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,4b40d9ca
371,Dennis Praet,be BEL,MF,Leicester City,25,1994,27,12,1134,12.6,0.08,0.16,0.24,0.08,0.00,0.00,0.16,0.00,0.07,0.07,0.10,0.18,0.79,3.33,3.33,0.08,0.16,0.24,0.08,0.24,0.07,0.11,0.18,0.07,0.18,Matches,86695068
372,Sebastian Prödl,at AUT,DF,Watford,32,1987,1,1,56,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,f5e6d08d
373,Davy Pröpper,nl NED,MF,Brighton,27,1991,35,32,2829,31.4,0.03,0.06,0.10,0.03,0.00,0.00,0.13,0.00,0.05,0.05,0.08,0.13,1.75,8.44,1.37,0.03,0.06,0.10,0.03,0.10,0.05,0.08,0.13,0.05,0.13,Matches,fdd85f94
374,Teemu Pukki,fi FIN,FW,Norwich City,29,1990,36,33,2886,32.1,0.34,0.09,0.44,0.28,0.06,0.06,0.09,0.00,0.35,0.30,0.12,0.42,1.43,0.69,6.04,0.34,0.09,0.44,0.28,0.37,0.35,0.12,0.47,0.30,0.42,Matches,0745b37d
375,Christian Pulisic,us USA,FW,Chelsea,20,1998,25,19,1722,19.1,0.47,0.21,0.68,0.47,0.00,0.00,0.00,0.00,0.47,0.47,0.19,0.66,5.60,3.82,9.84,0.47,0.21,0.68,0.47,0.68,0.47,0.19,0.66,0.47,0.66,Matches,1bf33a9a
376,Ignacio Pussetto,ar ARG,FWMF,Watford,23,1995,7,0,74,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,1.25,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,62437b4f
377,Domingos Quina,pt POR,MFFW,Watford,19,1999,4,0,22,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,41fb0f4e
378,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,37,37,3330,37.0,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,Matches,466fb2c5
379,Darren Randolph,ie IRL,GK,West Ham,32,1987,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6385ebfb
380,Marcus Rashford,eng ENG,FW,Manchester Utd,21,1997,31,31,2643,29.4,0.58,0.24,0.82,0.37,0.20,0.27,0.10,0.00,0.65,0.44,0.17,0.61,3.57,4.22,8.50,0.58,0.24,0.82,0.37,0.61,0.65,0.17,0.82,0.44,0.61,Matches,a1d5bd30
381,Nathan Redmond,eng ENG,MFFW,Southampton,25,1994,32,32,2762,30.7,0.13,0.13,0.26,0.13,0.00,0.00,0.07,0.00,0.17,0.17,0.11,0.27,4.10,3.39,6.51,0.13,0.13,0.26,0.13,0.26,0.17,0.11,0.27,0.17,0.27,Matches,ab651565
382,Pepe Reina,es ESP,GK,Aston Villa,36,1982,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e358587b
383,Declan Rice,eng ENG,MF,West Ham,20,1999,38,38,3420,38.0,0.03,0.08,0.11,0.03,0.00,0.00,0.16,0.00,0.03,0.03,0.04,0.07,1.37,4.74,0.95,0.03,0.08,0.11,0.03,0.11,0.03,0.04,0.07,0.03,0.07,Matches,1c7012b8
384,Richarlison,br BRA,FWMF,Everton,22,1997,36,36,3070,34.1,0.38,0.09,0.47,0.38,0.00,0.00,0.23,0.00,0.27,0.27,0.20,0.46,2.79,2.73,6.51,0.38,0.09,0.47,0.38,0.47,0.27,0.20,0.46,0.27,0.46,Matches,fa031b34
385,Diego Rico,es ESP,DF,Bournemouth,26,1993,27,27,2332,25.9,0.00,0.15,0.15,0.00,0.00,0.00,0.23,0.00,0.02,0.02,0.12,0.14,1.62,5.60,3.13,0.00,0.15,0.15,0.00,0.15,0.02,0.12,0.14,0.02,0.14,Matches,d9ba39fc
386,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,22,1996,17,7,769,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.94,3.65,2.35,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,7a1f2c08
387,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,29,1989,18,14,1315,14.6,0.14,0.07,0.21,0.14,0.00,0.07,0.27,0.00,0.12,0.06,0.16,0.22,1.58,3.56,2.95,0.14,0.07,0.21,0.14,0.21,0.12,0.16,0.28,0.06,0.22,Matches,71ef519e
388,Roberto,es ESP,GK,West Ham,33,1986,8,7,687,7.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ba3ca78f
389,Patrick Roberts,eng ENG,FWMF,Norwich City,22,1997,3,0,26,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,59d93937
390,Andrew Robertson,sct SCO,DF,Liverpool,25,1994,36,34,3111,34.6,0.06,0.35,0.40,0.06,0.00,0.00,0.06,0.00,0.05,0.05,0.22,0.27,4.31,6.33,8.01,0.06,0.35,0.41,0.06,0.41,0.05,0.22,0.27,0.05,0.27,Matches,2e4f5f03
391,Callum Robinson,ie IRL,FWMF,Sheffield Utd,24,1995,16,9,676,7.5,0.13,0.13,0.27,0.13,0.00,0.00,0.13,0.00,0.21,0.21,0.05,0.27,1.60,1.33,6.67,0.13,0.13,0.27,0.13,0.27,0.21,0.05,0.26,0.21,0.26,Matches,e75750a3
392,Jack Robinson,eng ENG,DF,Sheffield Utd,25,1993,6,6,504,5.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.71,3.04,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,7399c7a8
393,Rodri,es ESP,MF,Manchester City,23,1996,35,29,2486,27.6,0.11,0.07,0.18,0.11,0.00,0.00,0.29,0.00,0.03,0.03,0.09,0.13,1.49,8.41,0.76,0.11,0.07,0.18,0.11,0.18,0.03,0.09,0.13,0.03,0.13,Matches,6434f10d
394,Jay Rodriguez,eng ENG,FW,Burnley,30,1989,36,20,2016,22.4,0.36,0.04,0.40,0.31,0.04,0.04,0.04,0.00,0.39,0.36,0.03,0.38,1.38,1.47,5.63,0.36,0.04,0.40,0.31,0.36,0.39,0.03,0.42,0.36,0.38,Matches,4ab53cdb
395,Jack Rodwell,eng ENG,MF,Sheffield Utd,28,1991,1,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a07579ee
396,Marcos Rojo,ar ARG,DF,Manchester Utd,29,1990,3,1,122,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.14,0.14,0.00,0.14,0.00,4.29,0.71,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,e0991c04
397,Oriol Romeu,es ESP,MF,Southampton,27,1991,30,20,1860,20.7,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.01,0.01,0.08,0.09,0.82,5.31,0.63,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches,4b511457
398,Danny Rose,eng ENG,DF,Tottenham,29,1990,12,10,893,9.9,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.01,0.01,0.06,0.07,2.32,6.57,3.03,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches,89d10e53
399,Danny Rose,eng ENG,DF,Newcastle Utd,29,1990,11,10,863,9.6,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.02,0.02,0.42,3.33,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,89d10e53
400,Antonio Rüdiger,de GER,DF,Chelsea,26,1993,20,19,1710,19.0,0.11,0.00,0.11,0.11,0.00,0.00,0.16,0.00,0.05,0.05,0.03,0.08,0.58,5.21,0.00,0.11,0.00,0.11,0.11,0.11,0.05,0.03,0.08,0.05,0.08,Matches,18b896d6
401,Lukas Rupp,de GER,FWMF,Norwich City,28,1991,12,8,695,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.12,0.12,0.12,0.22,0.39,2.34,2.99,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches,3faa1780
402,Mathew Ryan,au AUS,GK,Brighton,27,1992,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4535e4bb
403,Allan Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,26,23,1863,20.7,0.14,0.19,0.34,0.14,0.00,0.00,0.00,0.00,0.16,0.16,0.16,0.32,6.04,2.37,4.44,0.14,0.19,0.34,0.14,0.34,0.16,0.16,0.32,0.16,0.32,Matches,2b16cb1a
404,Romain Saïss,ma MAR,DF,Wolves,29,1990,33,31,2705,30.1,0.07,0.03,0.10,0.07,0.00,0.00,0.40,0.03,0.11,0.11,0.04,0.16,0.33,4.39,0.30,0.07,0.03,0.10,0.07,0.10,0.11,0.04,0.16,0.11,0.16,Matches,9fbbcf39
405,Bukayo Saka,eng ENG,DFFW,Arsenal,17,2001,26,19,1753,19.5,0.05,0.26,0.31,0.05,0.00,0.00,0.31,0.00,0.05,0.05,0.17,0.22,3.44,3.44,7.33,0.05,0.26,0.31,0.05,0.31,0.05,0.17,0.22,0.05,0.22,Matches,bc7dc64d
406,Mamadou Sakho,fr FRA,DF,Crystal Palace,29,1990,14,11,931,10.3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.01,0.01,0.10,2.52,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,87935cf3
407,Mohamed Salah,eg EGY,FW,Liverpool,27,1992,34,33,2876,32.0,0.59,0.31,0.91,0.50,0.09,0.09,0.03,0.00,0.59,0.52,0.24,0.77,3.28,2.84,10.8,0.59,0.31,0.91,0.50,0.81,0.59,0.25,0.84,0.52,0.77,Matches,e342ad68
408,Mbwana Samatta,tz TAN,FW,Aston Villa,26,1992,14,11,943,10.5,0.10,0.00,0.10,0.10,0.00,0.00,0.10,0.00,0.22,0.22,0.06,0.28,0.57,1.05,4.67,0.10,0.00,0.10,0.10,0.10,0.22,0.06,0.28,0.22,0.28,Matches,dae8623e
409,Carlos Sánchez,co COL,MF,West Ham,33,1986,6,1,117,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,50b51fac
410,Davinson Sánchez,co COL,DF,Tottenham,23,1996,29,27,2431,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.00,0.03,0.37,1.96,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,da7b447d
411,Leroy Sané,de GER,FW,Manchester City,23,1996,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,20.0,10.0,40.0,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,Matches,2b114be3
412,Ismaila Sarr,sn SEN,FWMF,Watford,21,1998,28,22,2028,22.5,0.22,0.18,0.40,0.22,0.00,0.00,0.04,0.00,0.27,0.27,0.20,0.47,4.76,1.82,8.89,0.22,0.18,0.40,0.22,0.40,0.27,0.20,0.47,0.27,0.47,Matches,bfdb33aa
413,Fabian Schär,ch SUI,DFMF,Newcastle Utd,27,1991,22,18,1672,18.6,0.11,0.00,0.11,0.11,0.00,0.00,0.27,0.00,0.08,0.08,0.01,0.09,1.08,2.85,0.32,0.11,0.00,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Matches,c8aa95da
414,Ezequiel Schelotto,it ITA,DF,Brighton,30,1989,8,4,361,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.05,0.05,0.00,0.05,3.75,2.25,10.0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,a6e316c1
415,Jeffrey Schlupp,gh GHA,FWMF,Crystal Palace,26,1992,17,11,1036,11.5,0.26,0.09,0.35,0.26,0.00,0.00,0.17,0.00,0.15,0.15,0.07,0.23,2.00,3.65,4.61,0.26,0.09,0.35,0.26,0.35,0.15,0.07,0.22,0.15,0.22,Matches,3312f911
416,Kasper Schmeichel,dk DEN,GK,Leicester City,32,1986,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,53af52f3
417,Morgan Schneiderlin,fr FRA,MF,Everton,29,1989,15,12,1001,11.1,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.09,0.02,0.02,0.01,0.04,0.36,5.59,0.27,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,51b41c5c
418,Ryan Sessegnon,eng ENG,DFFW,Tottenham,19,2000,6,4,342,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,3.42,4.47,6.32,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches,6aa3e78b
419,Xherdan Shaqiri,ch SUI,FWMF,Liverpool,27,1991,7,2,185,2.1,0.48,0.00,0.48,0.48,0.00,0.00,0.00,0.00,0.24,0.24,0.10,0.33,0.48,8.57,7.14,0.49,0.00,0.49,0.49,0.49,0.25,0.09,0.33,0.25,0.33,Matches,6421ec64
420,Billy Sharp,eng ENG,FW,Sheffield Utd,33,1986,25,10,1051,11.7,0.26,0.17,0.43,0.26,0.00,0.00,0.09,0.09,0.32,0.32,0.20,0.52,1.54,1.88,9.06,0.26,0.17,0.43,0.26,0.43,0.33,0.19,0.52,0.33,0.52,Matches,e8c9f4e9
421,Luke Shaw,eng ENG,DF,Manchester Utd,24,1995,24,20,1733,19.3,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.04,0.04,0.07,0.11,3.11,6.32,5.34,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.11,0.03,0.11,Matches,9c94165b
422,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,27,1992,26,25,2119,23.5,0.26,0.09,0.34,0.26,0.00,0.00,0.13,0.00,0.11,0.11,0.15,0.26,0.94,5.28,1.19,0.25,0.08,0.34,0.25,0.34,0.10,0.15,0.26,0.10,0.26,Matches,3727dd3c
423,Djibril Sidibé,fr FRA,DFMF,Everton,27,1992,25,18,1824,20.3,0.00,0.20,0.20,0.00,0.00,0.00,0.15,0.00,0.02,0.02,0.11,0.13,3.00,4.24,5.02,0.00,0.20,0.20,0.00,0.20,0.02,0.11,0.13,0.02,0.13,Matches,4c5b714f
424,Gylfi Sigurðsson,is ISL,MF,Everton,29,1989,35,28,2560,28.4,0.07,0.11,0.18,0.04,0.04,0.04,0.11,0.00,0.14,0.11,0.15,0.26,0.95,4.47,2.57,0.07,0.11,0.18,0.04,0.14,0.14,0.15,0.29,0.11,0.26,Matches,76dd1480
425,Bernardo Silva,pt POR,FWMF,Manchester City,24,1994,34,23,2030,22.6,0.27,0.31,0.58,0.27,0.00,0.00,0.22,0.00,0.27,0.27,0.22,0.48,5.18,5.40,11.5,0.27,0.31,0.58,0.27,0.58,0.26,0.22,0.48,0.26,0.48,Matches,3eb22ec9
426,David Silva,es ESP,MF,Manchester City,33,1986,27,22,1826,20.3,0.30,0.49,0.79,0.30,0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.64,4.04,10.0,8.62,0.30,0.49,0.79,0.30,0.79,0.31,0.32,0.63,0.31,0.63,Matches,e2716bd0
427,Jack Simpson,eng ENG,DF,Bournemouth,22,1996,4,1,241,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,1.85,1.11,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches,76fa5f80
428,Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,29,28,2452,27.2,0.07,0.04,0.11,0.07,0.00,0.00,0.29,0.00,0.08,0.08,0.04,0.12,2.65,3.53,2.13,0.07,0.04,0.11,0.07,0.11,0.08,0.04,0.12,0.08,0.12,Matches,2acd49b9
429,Oliver Skipp,eng ENG,MF,Tottenham,18,2000,7,1,77,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6250083a
430,William Smallbone,ie IRL,MF,Southampton,19,2000,9,4,393,4.4,0.00,0.45,0.45,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.05,0.09,0.91,2.73,2.95,0.00,0.46,0.46,0.00,0.46,0.06,0.04,0.10,0.06,0.10,Matches,5e105217
431,Adam Smith,eng ENG,DF,Bournemouth,28,1991,24,24,2055,22.8,0.00,0.04,0.04,0.00,0.00,0.00,0.31,0.00,0.04,0.04,0.05,0.08,3.29,4.08,3.03,0.00,0.04,0.04,0.00,0.04,0.03,0.05,0.08,0.03,0.08,Matches,20b104bc
432,Emile Smith Rowe,eng ENG,MF,Arsenal,19,2000,2,1,97,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,1.82,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,17695062
433,Robert Snodgrass,sct SCO,MFFW,West Ham,31,1987,24,17,1509,16.8,0.30,0.30,0.60,0.30,0.00,0.00,0.24,0.00,0.15,0.15,0.19,0.34,2.62,3.39,6.96,0.30,0.30,0.60,0.30,0.60,0.15,0.19,0.34,0.15,0.34,Matches,9f4647e9
